UniProt AC,UniProt ID,Amino Acids,UniProt RecName,UniProt Keywords,Source,SimChrom
P20023,CR2_HUMAN,1033,Complement receptor type 2,3D-structure; Alternative splicing; Cell membrane; Complement pathway;Direct protein sequencing; Disulfide bond; Glycoprotein;Host cell receptor for virus entry; Host-virus interaction; Immunity;Innate immunity; Membrane; Receptor; Reference proteome; Repeat; Signal;Sushi; Systemic lupus erythematosus; Transmembrane; Transmembrane helix.,Gene Ontology,
P26639,SYTC_HUMAN,723,"Threonine--tRNA ligase 1, cytoplasmic {ECO:0000305}",3D-structure; Acetylation; Alternative splicing; Aminoacyl-tRNA synthetase;ATP-binding; Cytoplasm; Disease variant; Ligase; Nucleotide-binding;Phosphoprotein; Protein biosynthesis; Reference proteome; RNA-binding;tRNA-binding; Ubl conjugation.,Gene Ontology,
Q9H9P8,L2HDH_HUMAN,463,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",Acetylation; Alternative splicing; Disease variant; FAD; Flavoprotein;Mitochondrion; Oxidoreductase; Reference proteome; Transit peptide.,BioGRID,
Q9BWG4,SSBP4_HUMAN,385,Single-stranded DNA-binding protein 4,3D-structure; Acetylation; Alternative splicing; DNA-binding; Nucleus;Phosphoprotein; Reference proteome.,Gene Ontology,
P63162,RSMN_HUMAN,240,Small nuclear ribonucleoprotein-associated protein N,3D-structure; Alternative splicing; Direct protein sequencing; Methylation;Nucleus; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding.,Gene Ontology,RNA processing
P23760,PAX3_HUMAN,479,Paired box protein Pax-3,3D-structure; Alternative splicing; Chromosomal rearrangement; Deafness;Developmental protein; Disease variant; DNA-binding; Homeobox; Myogenesis;Neurogenesis; Nucleus; Paired box; Phosphoprotein; Proto-oncogene;Reference proteome; Transcription; Transcription regulation;Waardenburg syndrome.,Gene Ontology,DNA-binding transcription factors
P31948,STIP1_HUMAN,543,Stress-induced-phosphoprotein 1,3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Isopeptide bond; Nucleus; Phosphoprotein;Reference proteome; Repeat; TPR repeat; Ubl conjugation.,Gene Ontology,
O15091,MRPP3_HUMAN,583,Mitochondrial ribonuclease P catalytic subunit,3D-structure; Alternative splicing; Disease variant; Hydrolase; Magnesium;Manganese; Metal-binding; Mitochondrion; Nuclease; Phosphoprotein;Primary mitochondrial disease; Reference proteome; Transit peptide;tRNA processing; Zinc.,BioGRID,
P30048,PRDX3_HUMAN,256,"Thioredoxin-dependent peroxide reductase, mitochondrial",3D-structure; Acetylation; Alternative splicing; Antioxidant;Corneal dystrophy; Cytoplasm; Direct protein sequencing; Disease variant;Disulfide bond; Endosome; Lipoprotein; Mitochondrion; Neurodegeneration;Oxidoreductase; Palmitate; Peroxidase; Phosphoprotein; Redox-active center;Reference proteome; Transit peptide.,BioGRID,
Q8IX15,HOMEZ_HUMAN,550,Homeobox and leucine zipper protein Homez,3D-structure; Alternative splicing; DNA-binding; Homeobox; Isopeptide bond;Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
Q96QC0,PP1RA_HUMAN,940,Serine/threonine-protein phosphatase 1 regulatory subunit 10,3D-structure; Direct protein sequencing; DNA-binding; Isopeptide bond;Metal-binding; Methylation; Nucleus; Phosphoprotein;Protein phosphatase inhibitor; Reference proteome; RNA-binding;Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Telomere-associated
Q9P275,UBP36_HUMAN,1123,Ubiquitin carboxyl-terminal hydrolase 36 {ECO:0000305},3D-structure; Cytoplasm; Hydrolase; Nucleus; Phosphoprotein; Protease;Reference proteome; RNA-binding; Thiol protease; Transferase;Ubl conjugation; Ubl conjugation pathway.,Gene Ontology,Histone modification
O00327,BMAL1_HUMAN,626,Basic helix-loop-helix ARNT-like protein 1 {ECO:0000312|HGNC:HGNC:701},3D-structure; Acetylation; Activator; Alternative splicing;Biological rhythms; Cytoplasm; DNA-binding; Isopeptide bond; Nucleus;Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors
P19387,RPB3_HUMAN,275,DNA-directed RNA polymerase II subunit RPB3 {ECO:0000305},3D-structure; Direct protein sequencing; DNA-directed RNA polymerase;Nucleus; Phosphoprotein; Reference proteome; Transcription.,Gene Ontology,RNA polymerases;DNA-templated transcription
Q06710,PAX8_HUMAN,450,Paired box protein Pax-8,3D-structure; Alternative splicing; Congenital hypothyroidism;Developmental protein; Differentiation; Disease variant; DNA-binding;Nucleus; Paired box; Phosphoprotein; Reference proteome; Transcription;Transcription regulation.,Gene Ontology,DNA-binding transcription factors
O15037,KHNYN_HUMAN,678,Protein KHNYN,3D-structure; Phosphoprotein; Reference proteome.,Gene Ontology,
Q9NPE3,NOP10_HUMAN,64,H/ACA ribonucleoprotein complex subunit 3,3D-structure; Cataract; Deafness; Disease variant; Dyskeratosis congenita;Nucleus; Reference proteome; Ribonucleoprotein; Ribosome biogenesis;rRNA processing.,Gene Ontology,Telomere-associated;RNA modification
Q01196,RUNX1_HUMAN,453,Runt-related transcription factor 1,3D-structure; Acetylation; Activator; Alternative splicing; Chloride;Chromosomal rearrangement; Disease variant; DNA-binding; Methylation;Nucleus; Phosphoprotein; Proto-oncogene; Reference proteome; Repressor;Transcription; Transcription regulation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors
P04075,ALDOA_HUMAN,364,Fructose-bisphosphate aldolase A {ECO:0000305},3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Disease variant; Glycogen storage disease;Glycolysis; Hereditary hemolytic anemia; Hydroxylation; Isopeptide bond;Lyase; Phosphoprotein; Reference proteome; Schiff base; Ubl conjugation.,Gene Ontology,
Q96J02,ITCH_HUMAN,903,E3 ubiquitin-protein ligase Itchy homolog,3D-structure; Acetylation; Alternative splicing; Antiviral defense;Apoptosis; Cell membrane; Cytoplasm; Direct protein sequencing; Endosome;Host-virus interaction; Immunity; Innate immunity; Membrane; Nucleus;Phosphoprotein; Reference proteome; Repeat; Transferase; Ubl conjugation;Ubl conjugation pathway.,BioGRID,
P46779,RL28_HUMAN,137,Large ribosomal subunit protein eL28 {ECO:0000303|PubMed:24524803},3D-structure; Acetylation; Alternative splicing; Cytoplasm;Direct protein sequencing; Isopeptide bond; Phosphoprotein;Reference proteome; Ribonucleoprotein; Ribosomal protein; Ubl conjugation.,Gene Ontology,
Q08257,QOR_HUMAN,329,Quinone oxidoreductase,3D-structure; Acetylation; Alternative splicing; Cytoplasm; NADP;Oxidoreductase; Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,
Q14587,ZN268_HUMAN,947,Zinc finger protein 268,3D-structure; Alternative splicing; Cytoplasm; Differentiation;DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Repressor;Transcription; Transcription regulation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors
Q9H6E5,STPAP_HUMAN,874,Speckle targeted PIP5K1A-regulated poly(A) polymerase,3D-structure; ATP-binding; Direct protein sequencing; Magnesium; Manganese;Metal-binding; mRNA processing; Nucleotide-binding; Nucleotidyltransferase;Nucleus; Phosphoprotein; Reference proteome; RNA-binding; Transferase;Zinc; Zinc-finger.,Gene Ontology,
Q9H816,DCR1B_HUMAN,532,5' exonuclease Apollo,3D-structure; Chromosome; Cytoplasm; Cytoskeleton; Disease variant;DNA damage; DNA repair; Dyskeratosis congenita; Exonuclease; Hydrolase;Isopeptide bond; Nuclease; Nucleus; Reference proteome; Telomere;Ubl conjugation.,Gene Ontology,DNA repair;Telomere-associated;DNA-modifying enzymes
Q5T200,ZC3HD_HUMAN,1668,Zinc finger CCCH domain-containing protein 13 {ECO:0000305},3D-structure; Alternative splicing; Coiled coil; Developmental protein;Isopeptide bond; Metal-binding; mRNA processing; mRNA splicing; Nucleus;Phosphoprotein; Reference proteome; Repeat; Ubl conjugation; Zinc;Zinc-finger.,Gene Ontology,
O14737,PDCD5_HUMAN,125,Programmed cell death protein 5,3D-structure; Acetylation; Alternative splicing; Apoptosis;Direct protein sequencing; Phosphoprotein; Reference proteome.,Gene Ontology,
P54132,BLM_HUMAN,1417,RecQ-like DNA helicase BLM {ECO:0000305},3D-structure; Acetylation; ATP-binding; Disease variant; DNA damage;DNA repair; DNA replication; DNA-binding; Dwarfism; Helicase; Hydrolase;Isomerase; Isopeptide bond; Metal-binding; Nucleotide-binding; Nucleus;Phosphoprotein; Reference proteome; Ubl conjugation; Zinc.,Gene Ontology,DNA replication;DNA repair;Telomere-associated;DNA-modifying enzymes
Q13469,NFAC2_HUMAN,925,"Nuclear factor of activated T-cells, cytoplasmic 2",3D-structure; Activator; Alternative splicing; Cytoplasm; DNA-binding;Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,Regulation of transcription;DNA-binding transcription factors;DNA-templated transcription
Q9BTD8,RBM42_HUMAN,480,RNA-binding protein 42,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Methylation;Nucleus; Phosphoprotein; Reference proteome; RNA-binding.,Gene Ontology,RNA processing
P19484,TFEB_HUMAN,476,Transcription factor EB {ECO:0000303|PubMed:2115126},3D-structure; Activator; Adaptive immunity; Alternative splicing;Autophagy; Cytoplasm; DNA-binding; Immunity; Lysosome; Membrane; Nucleus;Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
Q14684,RRP1B_HUMAN,758,Ribosomal RNA processing protein 1 homolog B,3D-structure; Acetylation; Activator; Alternative splicing; Apoptosis;Chromosome; Citrullination; Host-virus interaction; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome; Transcription;Transcription regulation.,Gene Ontology,Euchromatin-associated;Heterochromatin-associated
P49591,SYSC_HUMAN,514,"Serine--tRNA ligase, cytoplasmic",3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding;Cytoplasm; Disease variant; DNA-binding; Epilepsy; Intellectual disability;Ligase; Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis;Reference proteome; Transcription; Transcription regulation.,Gene Ontology,
Q8IVI9,NOSTN_HUMAN,506,Nostrin {ECO:0000305},3D-structure; Alternative splicing; Cell membrane; Coiled coil; Cytoplasm;Cytoplasmic vesicle; Cytoskeleton; Endocytosis; Membrane; Nucleus;Phosphoprotein; Reference proteome; SH3 domain.,Gene Ontology,
O95238,SPDEF_HUMAN,335,SAM pointed domain-containing Ets transcription factor,3D-structure; Activator; Alternative splicing; DNA-binding; Nucleus;Reference proteome; Transcription; Transcription regulation.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription
Q8NI27,THOC2_HUMAN,1593,THO complex subunit 2,3D-structure; Alternative splicing; Coiled coil; Disease variant;Intellectual disability; mRNA processing; mRNA splicing; mRNA transport;Nucleus; Phosphoprotein; Reference proteome; RNA-binding; Transport.,Gene Ontology,Telomere-associated;RNA processing
Q96C86,DCPS_HUMAN,337,m7GpppX diphosphatase,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing;Disease variant; Hydrolase; Intellectual disability; mRNA processing;mRNA splicing; Nucleus; Phosphoprotein; Reference proteome.,Gene Ontology,
P55345,ANM2_HUMAN,433,Protein arginine N-methyltransferase 2,3D-structure; Alternative splicing; Cytoplasm; Methylation;Methyltransferase; Nucleus; Reference proteome; S-adenosyl-L-methionine;SH3 domain; Transferase.,Gene Ontology,Histone modification;Histone PTM writers
Q96KC8,DNJC1_HUMAN,554,DnaJ homolog subfamily C member 1,3D-structure; Chaperone; DNA-binding; Endoplasmic reticulum; Membrane;Microsome; Nucleus; Phosphoprotein; Reference proteome; Repeat; Signal;Transmembrane; Transmembrane helix.,Gene Ontology,
Q6Q0C0,TRAF7_HUMAN,670,E3 ubiquitin-protein ligase TRAF7,Alternative splicing; Apoptosis; Cytoplasm; Cytoplasmic vesicle;Disease variant; Metal-binding; Nucleus; Phosphoprotein;Reference proteome; Repeat; Transcription; Transcription regulation;Transferase; Ubl conjugation; Ubl conjugation pathway; WD repeat; Zinc;Zinc-finger.,BioGRID,
P61011,SRP54_HUMAN,504,Signal recognition particle subunit SRP54,3D-structure; Alternative splicing; Cytoplasm; Disease variant;Endoplasmic reticulum; GTP-binding; Hydrolase; Nucleotide-binding; Nucleus;Reference proteome; Ribonucleoprotein; RNA-binding;Signal recognition particle.,Gene Ontology,
P67809,YBOX1_HUMAN,324,Y-box-binding protein 1 {ECO:0000303|PubMed:10817758},3D-structure; Acetylation; Activator; Cytoplasm; Direct protein sequencing;DNA-binding; Isopeptide bond; Mitogen; mRNA processing; mRNA splicing;Nucleus; Phosphoprotein; Reference proteome; Repressor; RNA-binding;Secreted; Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,RNA processing
P68371,TBB4B_HUMAN,445,Tubulin beta-4B chain,3D-structure; Acetylation; Cytoplasm; Cytoskeleton; Deafness;Disease variant; GTP-binding; Isopeptide bond; Leber congenital amaurosis;Magnesium; Metal-binding; Microtubule; Nucleotide-binding; Phosphoprotein;Reference proteome.,Gene Ontology,
P54278,PMS2_HUMAN,862,Mismatch repair endonuclease PMS2 {ECO:0000305},3D-structure; Alternative splicing; ATP-binding; Disease variant;DNA damage; DNA repair; DNA-binding; Endonuclease;Hereditary nonpolyposis colorectal cancer; Hydrolase; Nuclease;Nucleotide-binding; Nucleus; Phosphoprotein; Reference proteome;Tumor suppressor.,Gene Ontology,DNA repair;DNA-modifying enzymes
P46063,RECQ1_HUMAN,649,"ATP-dependent DNA helicase Q1 {ECO:0000305|PubMed:7527136, ECO:0000305|PubMed:8056767}",3D-structure; Acetylation; ATP-binding; Direct protein sequencing;Disease variant; DNA-binding; Helicase; Hydrolase; Isomerase;Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein;Reference proteome; Zinc.,Gene Ontology,DNA replication;DNA repair;DNA-modifying enzymes
Q12772,SRBP2_HUMAN,1141,Processed sterol regulatory element-binding protein 2 {ECO:0000305},3D-structure; Activator; Alternative splicing; Cholesterol metabolism;Cytoplasmic vesicle; Direct protein sequencing; DNA-binding;Endoplasmic reticulum; Golgi apparatus; Isopeptide bond; Lipid metabolism;Membrane; Nucleus; Phosphoprotein; Reference proteome; Steroid metabolism;Sterol metabolism; Transcription; Transcription regulation; Transmembrane;Transmembrane helix; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
P84098,RL19_HUMAN,196,Large ribosomal subunit protein eL19 {ECO:0000303|PubMed:24524803},3D-structure; Citrullination; Cytoplasm; Direct protein sequencing;Isopeptide bond; Phosphoprotein; Reference proteome; Ribonucleoprotein;Ribosomal protein; Ubl conjugation.,Gene Ontology,
Q13084,RM28_HUMAN,256,Large ribosomal subunit protein bL28m {ECO:0000303|PubMed:25278503},3D-structure; Mitochondrion; Reference proteome; Ribonucleoprotein;Ribosomal protein; Transit peptide.,Gene Ontology,
Q96A33,CCD47_HUMAN,483,PAT complex subunit CCDC47 {ECO:0000303|PubMed:32814900},3D-structure; Alternative splicing; Chaperone; Coiled coil;Disease variant; Endoplasmic reticulum; Glycoprotein; Membrane;Reference proteome; Signal; Transmembrane; Transmembrane helix.,Gene Ontology,
P23769,GATA2_HUMAN,480,Endothelial transcription factor GATA-2,3D-structure; Activator; Alternative splicing; Disease variant;DNA-binding; Isopeptide bond; Metal-binding; Methylation; Nucleus;Phagocytosis; Phosphoprotein; Reference proteome; Repeat; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,DNA-binding transcription factors;DNA-templated transcription;Pioneer TFs
O00541,PESC_HUMAN,588,Pescadillo homolog {ECO:0000255|HAMAP-Rule:MF_03028},3D-structure; Acetylation; Alternative splicing; Chromosome;Isopeptide bond; Nucleus; Reference proteome; Ribosome biogenesis;rRNA processing; Ubl conjugation.,Gene Ontology,Preribosome-associated
Q5T8I9,HENMT_HUMAN,393,Small RNA 2'-O-methyltransferase,3D-structure; Cytoplasm; Magnesium; Metal-binding; Methyltransferase;Reference proteome; RNA-binding; RNA-mediated gene silencing;S-adenosyl-L-methionine; Transferase.,Gene Ontology,
Q15650,TRIP4_HUMAN,581,Activating signal cointegrator 1 {ECO:0000303|PubMed:10454579},3D-structure; Acetylation; Congenital muscular dystrophy; Cytoplasm;Cytoskeleton; Isopeptide bond; Metal-binding; Neurodegeneration; Nucleus;Phosphoprotein; Reference proteome; Transcription;Transcription regulation; Ubl conjugation; Zinc; Zinc-finger.,Gene Ontology,Regulation of transcription
Q7LC44,ARC_HUMAN,396,Activity-regulated cytoskeleton-associated protein {ECO:0000303|PubMed:10970730},3D-structure; Cell membrane; Cell projection; Coiled coil; Cytoplasm;Cytoplasmic vesicle; Cytoskeleton; Developmental protein; Endocytosis;Endosome; Isopeptide bond; Lipoprotein; Membrane; Palmitate;Phosphoprotein; Postsynaptic cell membrane; Reference proteome;RNA-binding; Synapse; Transport; Ubl conjugation.,Gene Ontology,
P43268,ETV4_HUMAN,484,ETS translocation variant 4,3D-structure; Activator; Alternative splicing; DNA-binding;Isopeptide bond; Nucleus; Phosphoprotein; Reference proteome;Transcription; Transcription regulation; Ubl conjugation.,Gene Ontology,DNA-binding transcription factors
Q9NRX2,RM17_HUMAN,175,Large ribosomal subunit protein bL17m {ECO:0000303|PubMed:25278503},3D-structure; Mitochondrion; Reference proteome; Ribonucleoprotein;Ribosomal protein; Transit peptide.,BioGRID,
P52948,NUP98_HUMAN,1817,Nuclear pore complex protein Nup96,3D-structure; Acetylation; Alternative splicing; Autocatalytic cleavage;Chromosomal rearrangement; Direct protein sequencing;Host-virus interaction; Hydrolase; Isopeptide bond; Membrane;mRNA transport; Nuclear pore complex; Nucleus; Phosphoprotein; Protease;Protein transport; Reference proteome; Repeat; Serine protease;Translocation; Transport; Ubl conjugation.,Gene Ontology,Centromere-associated;Telomere-associated
